Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,aclrtBinaryLoadFromData,790.76,1,790.76,790.76,790.76,0
host,acl,aclrtCreateStream,1490.32,1,1490.32,1490.32,1490.32,0
host,acl,aclrtDestroyStream,866.19,1,866.19,866.19,866.19,0
host,acl,aclrtFree,827.82,3,275.94,2.82,813.67,144588.846
host,acl,aclrtGetDeviceInfo,14.81,2,7.405,7.09,7.72,0.099
host,acl,aclrtLaunchKernelWithHostArgs,324.7,1,324.7,324.7,324.7,0
host,acl,aclrtMalloc,246.99,4,61.748,2.59,148.95,3399.653
host,acl,aclrtMemcpy,62240.38,6,10373.397,14.73,31478.33,214371255.034
host,acl,aclrtMemcpyAsync,10.27,1,10.27,10.27,10.27,0
host,acl,aclrtMemsetAsync,40.22,2,20.11,5.38,34.84,216.973
host,acl,aclrtResetDevice,494230.19,1,494230.19,494230.19,494230.19,0
host,acl,aclrtSynchronizeStream,398.11,2,199.055,3.92,394.19,38077.668
host,node,launch,1302.27,1,1302.27,1302.27,1302.27,0
