Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,aclrtBinaryLoadFromData,918.97,1,918.97,918.97,918.97,0
host,acl,aclrtCreateStream,1168.3,1,1168.3,1168.3,1168.3,0
host,acl,aclrtDestroyStream,914.41,1,914.41,914.41,914.41,0
host,acl,aclrtFree,10.71,3,3.57,1.87,6.68,4.85
host,acl,aclrtGetDeviceInfo,10.22,2,5.11,3.5,6.72,2.592
host,acl,aclrtLaunchKernelWithHostArgs,326.53,1,326.53,326.53,326.53,0
host,acl,aclrtMalloc,98.44,4,24.61,1.85,85.5,1243.667
host,acl,aclrtMemcpy,162.81,6,27.135,14.22,42.69,120.409
host,acl,aclrtMemcpyAsync,8.74,1,8.74,8.74,8.74,0
host,acl,aclrtMemsetAsync,24.71,1,24.71,24.71,24.71,0
host,acl,aclrtResetDevice,481347.71,1,481347.71,481347.71,481347.71,0
host,acl,aclrtSynchronizeStream,17.55,2,8.775,1.7,15.85,50.056
host,node,launch,1416.99,1,1416.99,1416.99,1416.99,0
