Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,aclrtBinaryLoadFromData,922.54,1,922.54,922.54,922.54,0
host,acl,aclrtCreateStream,1476.15,1,1476.15,1476.15,1476.15,0
host,acl,aclrtDestroyStream,818.2,1,818.2,818.2,818.2,0
host,acl,aclrtFree,10.16,3,3.387,1.76,6.42,4.609
host,acl,aclrtGetDeviceInfo,10.7,2,5.35,3.95,6.75,1.96
host,acl,aclrtLaunchKernelWithHostArgs,326.84,1,326.84,326.84,326.84,0
host,acl,aclrtMalloc,99.05,4,24.763,1.72,83.72,1174.182
host,acl,aclrtMemcpy,161.24,6,26.873,13.71,41.56,129.454
host,acl,aclrtMemcpyAsync,8.49,1,8.49,8.49,8.49,0
host,acl,aclrtMemsetAsync,24.62,1,24.62,24.62,24.62,0
host,acl,aclrtResetDevice,465914.54,1,465914.54,465914.54,465914.54,0
host,acl,aclrtSynchronizeStream,17.24,2,8.62,1.48,15.76,50.98
host,node,launch,1415.42,1,1415.42,1415.42,1415.42,0
