Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,aclrtBinaryLoadFromData,900.48,1,900.48,900.48,900.48,0
host,acl,aclrtCreateStream,1292.2,1,1292.2,1292.2,1292.2,0
host,acl,aclrtDestroyStream,812,1,812,812,812,0
host,acl,aclrtFree,10.2,3,3.4,1.91,6.32,4.264
host,acl,aclrtGetDeviceInfo,9.2,2,4.6,3.28,5.92,1.742
host,acl,aclrtLaunchKernelWithHostArgs,360.44,1,360.44,360.44,360.44,0
host,acl,aclrtMalloc,82.59,4,20.648,1.86,70.47,833.65
host,acl,aclrtMemcpy,176.59,6,29.432,14.36,40.86,89.466
host,acl,aclrtMemcpyAsync,9.33,1,9.33,9.33,9.33,0
host,acl,aclrtMemsetAsync,26.61,1,26.61,26.61,26.61,0
host,acl,aclrtResetDevice,463264.15,1,463264.15,463264.15,463264.15,0
host,acl,aclrtSynchronizeStream,16.64,2,8.32,1.57,15.07,45.563
host,node,launch,1429.51,1,1429.51,1429.51,1429.51,0
