Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,aclrtBinaryLoadFromData,792.64,1,792.64,792.64,792.64,0
host,acl,aclrtCreateStream,1236.23,1,1236.23,1236.23,1236.23,0
host,acl,aclrtDestroyStream,768.16,1,768.16,768.16,768.16,0
host,acl,aclrtFree,10.8,3,3.6,1.79,7.03,5.888
host,acl,aclrtGetDeviceInfo,13.28,2,6.64,3.55,9.73,9.548
host,acl,aclrtLaunchKernelWithHostArgs,329.09,1,329.09,329.09,329.09,0
host,acl,aclrtMalloc,101.36,4,25.34,1.63,81.08,1071.546
host,acl,aclrtMemcpy,164.48,6,27.413,14.3,40.65,113.549
host,acl,aclrtMemcpyAsync,9.17,1,9.17,9.17,9.17,0
host,acl,aclrtMemsetAsync,21.06,1,21.06,21.06,21.06,0
host,acl,aclrtResetDevice,487165.13,1,487165.13,487165.13,487165.13,0
host,acl,aclrtSynchronizeStream,20.93,2,10.465,1.89,19.04,73.531
host,node,launch,1285.32,1,1285.32,1285.32,1285.32,0
