Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,aclrtBinaryLoadFromData,648.83,1,648.83,648.83,648.83,0
host,acl,aclrtCreateStream,1418.89,1,1418.89,1418.89,1418.89,0
host,acl,aclrtDestroyStream,1008.01,1,1008.01,1008.01,1008.01,0
host,acl,aclrtFree,9.1,3,3.033,1.59,5.73,3.642
host,acl,aclrtGetDeviceInfo,33.4,16,2.088,1.36,6.18,1.549
host,acl,aclrtLaunchKernelWithHostArgs,428.22,15,28.548,4.66,355.64,7642.126
host,acl,aclrtMalloc,937.86,4,234.465,1.7,922.51,157817.093
host,acl,aclrtMemcpy,421.35,24,17.556,11.62,63.51,131.637
host,acl,aclrtMemcpyAsync,43.31,15,2.887,2.37,8.23,2.064
host,acl,aclrtMemsetAsync,337.62,15,22.508,8.15,77.27,394.182
host,acl,aclrtResetDevice,466887.5,1,466887.5,466887.5,466887.5,0
host,acl,aclrtSynchronizeStream,918.65,16,57.416,1.23,87.65,441.517
host,node,launch,1467.4,15,97.827,21.72,1156.14,80002.359
