Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,aclrtBinaryLoadFromData,650.68,1,650.68,650.68,650.68,0
host,acl,aclrtCreateStream,1459.22,1,1459.22,1459.22,1459.22,0
host,acl,aclrtDestroyStream,993.68,1,993.68,993.68,993.68,0
host,acl,aclrtFree,9.82,3,3.273,1.84,6.03,3.802
host,acl,aclrtGetDeviceInfo,32.82,16,2.051,1.33,5.88,1.373
host,acl,aclrtLaunchKernelWithHostArgs,395.12,15,26.341,4.6,322.44,6262.523
host,acl,aclrtMalloc,103.62,4,25.905,1.59,85.79,1221.238
host,acl,aclrtMemcpy,383.6,24,15.983,11.85,41.8,59.683
host,acl,aclrtMemcpyAsync,43.6,15,2.907,2.19,8.26,2.082
host,acl,aclrtMemsetAsync,177.61,15,11.841,7.91,39.1,66.861
host,acl,aclrtResetDevice,467180.28,1,467180.28,467180.28,467180.28,0
host,acl,aclrtSynchronizeStream,1076.24,16,67.265,1.4,151.65,891.991
host,node,launch,1485.52,15,99.035,23.99,1130.51,76000.957
