Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,aclrtBinaryLoadFromData,636.04,1,636.04,636.04,636.04,0
host,acl,aclrtCreateStream,1395.82,1,1395.82,1395.82,1395.82,0
host,acl,aclrtDestroyStream,894.82,1,894.82,894.82,894.82,0
host,acl,aclrtFree,10.37,3,3.457,1.66,6.67,5.187
host,acl,aclrtGetDeviceInfo,34.48,16,2.155,1.34,6.98,2.144
host,acl,aclrtLaunchKernelWithHostArgs,410.63,15,27.375,4.31,335.94,6801.024
host,acl,aclrtMalloc,98.78,4,24.695,1.63,85.52,1243.347
host,acl,aclrtMemcpy,360.88,24,15.037,11.62,39.96,37.333
host,acl,aclrtMemcpyAsync,44.29,15,2.953,2.4,8.27,2.084
host,acl,aclrtMemsetAsync,173.22,15,11.548,7.78,31.79,51.978
host,acl,aclrtResetDevice,472666.17,1,472666.17,472666.17,472666.17,0
host,acl,aclrtSynchronizeStream,705.5,16,44.094,1.45,73.52,228.994
host,node,launch,1500.21,15,100.014,25.55,1129.6,75718.699
