Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,aclrtBinaryLoadFromData,759.08,1,759.08,759.08,759.08,0
host,acl,aclrtCreateStream,1218.4,1,1218.4,1218.4,1218.4,0
host,acl,aclrtDestroyStream,875.05,1,875.05,875.05,875.05,0
host,acl,aclrtFree,9.86,3,3.287,1.79,6.26,4.42
host,acl,aclrtGetDeviceInfo,8.94,2,4.47,3.17,5.77,1.69
host,acl,aclrtLaunchKernelWithHostArgs,327.53,1,327.53,327.53,327.53,0
host,acl,aclrtMalloc,116.29,4,29.072,1.66,101.08,1743.742
host,acl,aclrtMemcpy,162.8,6,27.133,13.54,40.67,124.217
host,acl,aclrtMemcpyAsync,7.53,1,7.53,7.53,7.53,0
host,acl,aclrtMemsetAsync,24.57,1,24.57,24.57,24.57,0
host,acl,aclrtResetDevice,470642.13,1,470642.13,470642.13,470642.13,0
host,acl,aclrtSynchronizeStream,17.31,2,8.655,1.5,15.81,51.194
host,node,launch,1251.83,1,1251.83,1251.83,1251.83,0
