Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,aclrtBinaryLoadFromData,845.55,1,845.55,845.55,845.55,0
host,acl,aclrtCreateStream,1255.71,1,1255.71,1255.71,1255.71,0
host,acl,aclrtDestroyStream,842.3,1,842.3,842.3,842.3,0
host,acl,aclrtFree,854.17,3,284.723,2.88,838.55,153378.192
host,acl,aclrtGetDeviceInfo,10.85,2,5.425,3.77,7.08,2.739
host,acl,aclrtLaunchKernelWithHostArgs,324.94,1,324.94,324.94,324.94,0
host,acl,aclrtMalloc,224.51,4,56.128,2.65,148.9,3474.665
host,acl,aclrtMemcpy,63174.06,6,10529.01,14.66,33007.88,221619622.872
host,acl,aclrtMemcpyAsync,8.12,1,8.12,8.12,8.12,0
host,acl,aclrtMemsetAsync,31.99,2,15.995,5.31,26.68,114.169
host,acl,aclrtResetDevice,496387.3,1,496387.3,496387.3,496387.3,0
host,acl,aclrtSynchronizeStream,405.17,2,202.585,4.5,400.67,39237.667
host,node,launch,1326.62,1,1326.62,1326.62,1326.62,0
