Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,_ZN4bmms26BatchMatmulMaxSumAutoFusedIDhLb0ELb0ELb1ELb1ELj2ELj64ELj128ELj64ELb1EEEvPhS1_S1_S1_S1_mS1_jN7AscendC6tiling11TCubeTilingENS_5ShapeEj,MIX_AIC,1,35.48,35.48,35.48,35.48,86.918
0,_ZN4bmms23FinalizeAutoFusedSplitNILj64EEEvPhS1_NS_5ShapeEjj,AI_VECTOR_CORE,1,5.34,5.34,5.34,5.34,13.082
