Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,aclrtBinaryLoadFromData,608.61,1,608.61,608.61,608.61,0
host,acl,aclrtCreateStream,1407.91,1,1407.91,1407.91,1407.91,0
host,acl,aclrtDestroyStream,809.64,1,809.64,809.64,809.64,0
host,acl,aclrtFree,9.92,3,3.307,1.69,6.35,4.637
host,acl,aclrtGetDeviceInfo,32.65,16,2.041,1.24,6.46,1.715
host,acl,aclrtLaunchKernelWithHostArgs,467.34,15,31.156,4.97,395.05,9458.518
host,acl,aclrtMalloc,87.3,4,21.825,1.66,72.74,877.616
host,acl,aclrtMemcpy,388.84,24,16.202,11.73,40.72,63.922
host,acl,aclrtMemcpyAsync,43.03,15,2.869,2.26,8.55,2.35
host,acl,aclrtMemsetAsync,146.38,15,9.759,7.18,25.78,20.001
host,acl,aclrtResetDevice,443777.65,1,443777.65,443777.65,443777.65,0
host,acl,aclrtSynchronizeStream,1594.59,16,99.662,1.55,167,1252.417
host,node,launch,1458.36,15,97.224,21.24,1152.83,79593.436
