Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,aclrtBinaryLoadFromData,767.33,1,767.33,767.33,767.33,0
host,acl,aclrtCreateStream,1109.43,1,1109.43,1109.43,1109.43,0
host,acl,aclrtDestroyStream,825.99,1,825.99,825.99,825.99,0
host,acl,aclrtFree,9.72,3,3.24,1.53,6.31,4.733
host,acl,aclrtGetDeviceInfo,9.42,2,4.71,3.31,6.11,1.96
host,acl,aclrtLaunchKernelWithHostArgs,316.23,1,316.23,316.23,316.23,0
host,acl,aclrtMalloc,105.25,4,26.313,1.67,87.37,1268.21
host,acl,aclrtMemcpy,144.48,6,24.08,12.78,45.86,105.521
host,acl,aclrtMemcpyAsync,9.35,1,9.35,9.35,9.35,0
host,acl,aclrtMemsetAsync,22.96,1,22.96,22.96,22.96,0
host,acl,aclrtResetDevice,477771.08,1,477771.08,477771.08,477771.08,0
host,acl,aclrtSynchronizeStream,15.88,2,7.94,1.3,14.58,44.09
host,node,launch,1245.92,1,1245.92,1245.92,1245.92,0
