Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,aclrtBinaryLoadFromData,784.51,1,784.51,784.51,784.51,0
host,acl,aclrtCreateStream,1448.5,1,1448.5,1448.5,1448.5,0
host,acl,aclrtDestroyStream,841.24,1,841.24,841.24,841.24,0
host,acl,aclrtFree,9.84,3,3.28,1.76,6.29,4.53
host,acl,aclrtGetDeviceInfo,11.67,2,5.835,4.45,7.22,1.918
host,acl,aclrtLaunchKernelWithHostArgs,332.23,2,166.115,6.93,325.3,25339.864
host,acl,aclrtMalloc,109.1,4,27.275,1.74,90.77,1370.784
host,acl,aclrtMemcpy,163.57,6,27.262,14.06,41.39,123.725
host,acl,aclrtMemcpyAsync,8.44,1,8.44,8.44,8.44,0
host,acl,aclrtMemsetAsync,32.07,1,32.07,32.07,32.07,0
host,acl,aclrtResetDevice,486303.51,1,486303.51,486303.51,486303.51,0
host,acl,aclrtSynchronizeStream,17.36,2,8.68,2.05,15.31,43.957
host,node,launch,1304.82,2,652.41,24.9,1279.92,393768.8
