Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,aclrtBinaryLoadFromData,769.06,1,769.06,769.06,769.06,0
host,acl,aclrtCreateStream,1021.73,1,1021.73,1021.73,1021.73,0
host,acl,aclrtDestroyStream,857.86,1,857.86,857.86,857.86,0
host,acl,aclrtFree,9.51,3,3.17,1.63,5.99,3.987
host,acl,aclrtGetDeviceInfo,9.82,2,4.91,3.59,6.23,1.742
host,acl,aclrtLaunchKernelWithHostArgs,383.02,2,191.51,6.58,376.44,34199.105
host,acl,aclrtMalloc,98.64,4,24.66,1.8,80.1,1052.205
host,acl,aclrtMemcpy,172.93,6,28.822,13.81,43.19,153.312
host,acl,aclrtMemcpyAsync,8.27,1,8.27,8.27,8.27,0
host,acl,aclrtMemsetAsync,25.99,1,25.99,25.99,25.99,0
host,acl,aclrtResetDevice,470328.94,1,470328.94,470328.94,470328.94,0
host,acl,aclrtSynchronizeStream,14.87,2,7.435,1.42,13.45,36.18
host,node,launch,1340.96,2,670.48,23.8,1317.16,418195.022
